Restaurant,Review,Points
Zeughauskeller,"Bodenständige Kost, traditionelle Speisen - herrlich zubereitet. 
Das Warten auf einen freien Platz lohnte sich. Unkompliziert, lustige Nachbarn, laut.
Hat Spass gemacht!",4.0
Zeughauskeller,"Im historischen Zeughaus, der Name für das Lager von Militärmaterial, aus dem 15. Jahrhundert befindet sich, direkt hinter dem Paradeplatz, das Restaurant Zeughauskeller. 

Serviert werden deftige Schweizer Spezialitäten, Würste, Zürcher Kalbsgeschnetzeltes mit Rösti, Weine und Bier vom Fass. Das Ambiente ist rustikal, die Bedienung freundlich...Mehr",4.0
Zeughauskeller,"Zusammen mit einem Arbeitskollegen bestellte ich im Zeughauskeller ein ""Bürgermeister Schwert"" mit Pommes als Beilage. Das Gericht ist eigentlich für zwei Personen, aber wir beide waren der Ansicht dass es für einen von uns gerade genug gewesen wäre, und wir mussten noch eine Salat dazubestellen...Mehr",3.0
Zeughauskeller,Online reserviert. Alles bestens geklappt. Sehr schnell bedient. Einwandfreies Essen. Freundliche Bedienung. Bravo.,5.0
Zeughauskeller,"Der Name ""Zeughaus"" bedeutet, dass hier Waffen und Kriegsausrüstung gelagert und instandgesetzt wurden. Das Gebäude wurde 1487 erbaut, also fünf Jahre vor Kolumbus Entdeckung Amerikas. Seit 1926 Wirtshaus in zentraler Lage. Für Züricher Verhältnisse sind die Preise eher Moderat. Die Speisekarte ist übersichtlich und die...Mehr",5.0
Zeughauskeller,"Ich liebe den Zeughauskeller!!
Deftiges Essen schnell und gut zubereitet bzw. Serviert.
Wenn die ganze Stadt voll ist und jedes Restaurant belegt ist einfach ungeniert mal im Zeughauskeller vorbei laufen und 20 Minuten später hast du bestimmt ein Tisch und kurz darauf auch schon dein...Mehr",5.0
Zeughauskeller,"Sehr gutes Essen, wenn auch obere Preisklasse. Schnelle Bedienung, das Personal ist aufmerksam und höflich.",4.0
Zeughauskeller,"Wenn man als bekennender Pazifist Probleme mit historischen Waffen (von der Hellebarde bis zum Maschinengewehr aus dem 1 . Weltkrieg) hat, kann man hier wirklich zünftig - Uriges schweizer Essen erwarten und bekommen. Das Rösti ist super toll und meine persönlicher Favorit ist die Haxe....Mehr",4.0
Zeughauskeller,Der Zeughauskeller liegt im Herzen von Zürich und ist sowohl bei Einheimischen als auch bei Touristen sehr beliebt. Das Restaurant bietet eine urchige Küche. Die Lokalität war ganz früher ein Waffenhaus und noch heute sind in diesem Traditionshaus diverse Waffen ausgestellt. Das Personal ist trotz...Mehr,4.0
Zeughauskeller,"bodenständig,gut,frisch(ehrlich!!!!). gemütlich ohne schnick schnack. perfekt für ein essen mit freunden jeder wird satt....der ort um weiter zu empfehlen. ZH mir empfohlen von Koch mario. tip top",5.0
Zeughauskeller,"Ohne Reservierung muss man abends vielleicht auch mal warten, aber das ist es wert. Der Kartoffelsalat und die Wurst sind sehr gut, das Geschnetzelte mit Rösti ein Klassiker. Das Personal ist schnell und freundlich, Respekt bei dem Andrang. Sehr gute Bierauswahl.",5.0
Zeughauskeller,Kalbsschnitzel mit Pommes dazu ein Grünen Salat. Wein sehr fein nur mein Schnitzel hätte etwas mehr knusprig sein müssen. Vielleicht sind die anzahl Leute doch nicht so einfach zu bewältigen. Next Time i try eine Wurst :),4.0
Zeughauskeller,"Gute Qualität aller Speisen.
Normale Preise.
Schneller Service.
Gute Atmosphäre.
Gute Luft.
Hell.
Touristen und Einheimische.",5.0
Zeughauskeller,"Ich muss gestehen ich bin ein wahrer Fan. Egal ob draussen oder drinnen. Es ist gute bürgerlich Küche und dazu noch lecker. Das Ambiente lässt einem Abschweifen und die Preise sind annehmbar.
Rösti schmecken sehr gut.
Komme immer wieder gerne hier her.",4.0
Zeughauskeller,"Gute währschafte Schweizer und Deutsche Küche, in grossen Portionen und zu fairen Preisen. Immer viel los und eher laut - Reservation ist empfehlenswert.",5.0
Zeughauskeller,"Ein gutes günstiges und reichhaltiges Essen, viele Wurstspezialitäten sehr gutes Preis-Leistungsservice und ein schneller Service und trotzdem sehr freundliche Bedienung",5.0
Zeughauskeller,"im Zeughauskeller wird solide, klassisch bürgerlich gekocht. der Kartoffelsalat ist legendär und einer der Besten in der Stadt.  die verschiedenen Würste die hier serviert werden sind Spitze. die Warteschlangen auf einen der begehrten Plätze bis auf die Gasse raus, zeigt wie beliebt der Zeughauskeller bei...Mehr",4.0
Zeughauskeller,"Auf der Suche nach einem guten Cordon Bleu zog es uns in den stets sehr gut besuchten Zeughauskeller. Das Essen wurde sehr rasch nach der Bestellung serviert und war gut und reichhaltig. Viele Touristen und eher nicht der Ort für ein romantisches Diner, jedoch sehr...Mehr",4.0
Zeughauskeller,"Nette Massenabfertigung irgendwie a la Hofbräuhaus in München. Laut. Wems gefällt; ok. Deftige Gerichte, gestresste Bedienung.",2.0
Zeughauskeller,"Klassisch Wurst am Meter mit knuspriger Rösti und Zwiebelsauce, hat uns gemundet.
Sehr schneller,freundlicher Service,raisonable Preise",4.0
Zeughauskeller,"Kollegen aus ZRH meinte, dass ich hier um so eine Art Bürgerbräukeller handelt. Vorab, so schlimm ist es nicht und ich würde den Zeughauskeller auch nicht als Touristenfalle bezeichnen.
Der Service verdient Bestnoten - das Personal ist flink, freundlich und die Gerichte werden schnell geliefert....Mehr",3.0
Zeughauskeller,"Perfekt für kurze Nachtessen mit Freunden. Service und Essen sind gut, essen leider oft nicht heiss und Fleischdeklaration auf der Karte nicht zu finden. Am Eingang kann man sich informieren... oh wunder, das meiste Fleisch ist nicht aus der Schweiz und das obwohl der Zeuhauskeller...Mehr",3.0
Zeughauskeller,"Das Lokal ist sehr touristisch und rustikal , die Bedienung nett, Service flott.
Die Bratwurst ist sehr lecker !
Die Roesti sind der Hit , super gut !!",4.0
Zeughauskeller,Im gut besuchten alten Zeughaus essen nicht nur Touristen gut. Auch einheimische Zürcher sind hier anzutreffen. Preisleistung so wie die konstante Qualität der Speisen sind hervorzuheben. Schweizer Spezialitäten und Saisonale Gerichte machen einem die Auswahl schwer. Vor allem zur Wildsaison gehen wir immer gerne hin....Mehr,5.0
Zeughauskeller,Sehr leckere und deftige Hausmannskost. Sehr zu empfehlen wenn man auf das urige steht und etwas typisches schweizerisches essen möchte. Nettes Personal und sehr zentral am Paradeplatz gelegen.,5.0
Zeughauskeller,"Mit der reservierung ging das sehr schnell. Wurden sofort zum tisch geführt.
Das restaurant ist wunderschön mit einer interessanten Geschichte dahinter. Die küche perfekt. Unser essen war top...richtig lecker schweizerisch 👍🏽
Ich komme gerne wieder",5.0
Zeughauskeller,"Top lage und gutes sowie werschaftliches essen. Im vergleich kann man hier günstig und gut essen. Wer ein schönes romantisches ambiente sucht, ist fehl am platz. Dafür deftige speisen die lecker schmecken und man kommt auch gut mit anderen gästen ins gespräch.",4.0
Zeughauskeller,Sehr gute bürgerliche Küche und nette Bedienung. Wir waren um 12 Uhr dort und es war voll. Trotzdem war das Essen recht zügig gekommen und die Bedienung war sehr freundlich!,4.0
Zeughauskeller,"Um dies vorwegzunehmen; das Lokal läuft derart gut - deshalb auch die unglaubliche Geräuschkulisse - dass es ein definitives ""no-go"" für Leute mit Tinnitus ist. Für alle anderen aber, sofern man kein vertrauliches Gespräch führen muss (Nähe zu den Tischnachbarn), bietet das Restaurant seit Jahrzehnten...Mehr",4.0
Zeughauskeller,"Habe schon mehrfach dort gegessen, und esse noch immer sehr gerne im Zeughauskeller. Die Gerichte sind topp und die ""Deko"" ist beeindruckend, ist natürlich auch Geschmacksache. Auch ist der Service immer sehr gut gewesen und die Portionen sind reichlich. Die Qualität ist auch jedesmal super...Mehr",5.0
Zeughauskeller,"Gutes und deftiges Essen, speditiver Service und rustikales (etwas lautes) Ambiente. Gute reichhaltige und saisonale Auswahl. Preis- Leistungsverhältnis ist für Platz Zürich OK.",4.0
Zeughauskeller,"Nach der Shoppingtour in der Züricher City sind wir hier eingekehrt. Der Herr an der Türe war sehr nett und brachte uns prompt an den Tisch. Der restliche Service muss man sagen, war trocken, unfreundlich und mit einer „Ich hasse meinen Job“ Einstellung unterwegs. Keine...Mehr",3.0
Zeughauskeller,"Wir kommen regelmässig in dieses Restaurant aber es war das erste mal dass es nicht so gut geschmeckt hat. Die Bedienung war, wie immer, höflich und aufmerksam. Wir hoffen sehr dass es nur eine Ausnahme war und probieren wieder.",3.0
Zeughauskeller,"Zürich August 2017 Zürich August 2017

Gutes Essen aber sehr Laut.
1 mal im Monat ist ganz I.O.!
Unbedingt Reservieren!",4.0
Zeughauskeller,"Sehr gutes bürgerliches Essen das ganze Jahr durch. Muss unbedingt reserviert werden. Es kann relativ laut sein, dafür wird man mit feinem Essen entlöhnt",4.0
Zeughauskeller,"Der Zeughauskeller ist in Zürich eine Institution. Das Lokal mit dem Saal als Gaststube ist direkt am Paradeplatz. Es werden lokale und saisonale Spezialitäten serviert. Der Service ist schnell das Essen immer gut das Ambiente geschäftig und laut, aber auch einzigartig in Zürich. Ein Besuch...Mehr",4.0
Zeughauskeller,"Wir waren gestern mit einer kleinen Gruppe im Zeughauskeller zum Abendessen. Der Service war sehr nett und zuvorkommend. Die Speisekarte ist riesig, nebst gut bürgerlicher Küche wird auch Saisonales angeboten, wie zur Zeit Wild...
Das Essen kam extrem schnell, kann mich nicht erinnern, jemals mit...Mehr",4.0
Zeughauskeller,Guter Riesenschüblig für Hungrige! Mit scharfem Senf und Kartoffelsalat ein Must! Im Sommer schöne Plätze in der Gasse neben Paradeplatz,5.0
Zeughauskeller,Immer wieder kehren wir im den Zeughaus Keller mit Freunden ein weil wir wurden noch nie enttäuscht egal welches Gericht wir ausgewählt haben somit über Jahre gleichbleibende Qualität somit immer eine Empfehlung in der Stadt Zürich! preis und Qualität stimmt,5.0
Zeughauskeller,"ich besuche diese Lokale seid 25 Jahre. Gute Küche, freundliche Bedingung. DIE ADRESSE in Zürich. ist geeignet für jede Mahlzeit",4.0
Zeughauskeller,"Ich habe Freunde aus Asien zu einem typischen CH- Essen eingeladen und ich war sehr enttäuscht! Meine beiden Besucher sind Köche und haben vor 10 Jahren in der CH gearbeitet. Die Rösti war eine Zumutung, für einen Preis von... von einer ""Condimex-Firma"", die Würste sehr...Mehr",2.0
Zeughauskeller,Ich weiss nich in welchem Reiseführer das Restaurant empfohlen ist. Aber es ist immer voller Touristen. Das Restaurant ist optisch von innen und aussen sehr schön und an bester Lage. Dementsprechend läuft der Laden. Ich hatte schon sehr gute Erfahrungen gemacht aber auch eher schlechte....Mehr,2.0
Zeughauskeller,"Ich gehe oft dort essen . Mit Freuden und Arbeitskollegen. 
Wir freuen uns immer auf den besten Kartoffelsalat den es gibt. 
Es ist einfach noch ein Gut Bürgerliches Lokal in Zürich 
Es gibt für jeden Menschen etwas zu essen und auch die Würste sind super",5.0
Zeughauskeller,Wir waren zum zweiten Mal hier und waren wieder sehr zufrieden. Dieses mal waren wir im Restaurant und mussten feststellen das es draussen doch ein wenig ruhiger ist. Wir sassen mit fremden Menschen an einem Tisch und es gab wegen dem grossen Andrang nur eine...Mehr,4.0
Zeughauskeller,"Umfangreiche Karte mit vielen Köstlichen Speisen. Das Geschnetzelte kann ich sehr empfehlen. Essen kam schnell und Preis/Leistung passt.
Komme gerne wieder",3.0
Zeughauskeller,"Schöne Bierhalle
Ansonsten- Teuer und Aromat hilft ja immer.
Freundlicher Service, wenn er Trinkgeld erhalten hat.",2.0
Zeughauskeller,"Das wichtigste zuerst: zwingend Reservieren!!!!  
Wir wurden freundlich begrüsst und haben pünktlich unser Tisch bekommen. 
Das Restaurant war bis auf den letzten Platz belegt. 
Das Essen war sehr gut,die Portionen waren ausreichend. Der Service war freundlich und kompetent. 

Ich würde es wieder Besuchen !!!!!!",4.0
Zeughauskeller,"Mann ist gut sehr viele Touristen allerdings sind die Preise sehr salzig, wenig platz aber nichts desto trotz einen besuch wert.",4.0
Zeughauskeller,"Standort top... alles Andere nicht zu empfehlen.
Das Essen ist ein Versuch alpenländische Küche zu kochen, was jedoch komplett daneben geht. 
Fleischqualität minderwertig, Beilagen nicht frisch.",1.0
Zeughauskeller,"Seit Generationen geht meine Familie regelmässig in den Zeughauskeller.
Aktuell geben wir diese Tradition an unsere Kinder weiter (auch wenn wir leider nicht mehr in Züich wohnen)

Das spezielle an diesem Lokal ist neben der etwas ""anderen"" Atmosphäre der Fakt, dass sich hier das Publikum...Mehr",5.0
Zeughauskeller,Leckeres deftiges Essen und gute Bierauswahl. Leider etwas stark touristisch überlaufen. Zu empfehlen eher für einen Lunch,4.0
Zeughauskeller,"Wir waren wie immer sehr zufrieden. Die Auswahl der Speisen gefällt uns seit 50 Jahren! Besondrs gefällt uns , dass dieses Lokal gleich geblieben ist.",5.0
Zeughauskeller,"An einem lauen Sommerabend mitten in der Stadt Zürich draussen sitzen bei einer köstlichen Flasche Primitivo für 39 Franken und einer Doppelwurst mit vorzüglichem Gemüsedreigestirn für 22 Franken 50 – das gibts wohl nur hier im Zeughauskeller. Antonio, unser Kellner, hat bestimmt nicht den Beruf...Mehr",5.0
Zeughauskeller,"In dem ehemaligen Zeuhaus aus dem Mittelalter kann man die Geschichte nachemtfinden. Die traditionelle Atmosphäre in diesem grossen Restaurant gefällt mir sehr gut.
Zur Auswahl stehen typisch Schweizer- und speziell auch Zürchergerichte. Mein Favorit: Zürcher Kalbs-Geschnetzeltes mit Rösti. Der Hit! Hier bekommt man das Originalgericht!...Mehr",5.0
Zeughauskeller,"Zweifelsohne muss man den Zeughauskeller einmal erlebt haben. Das Essen ist gut und die Preise sind fair. Bestimmt ist es kein ruhiger Gourmet-Tempel, aber ein Schelm, wer dies erwarten würde.",4.0
Zeughauskeller,"Man hätte es sich denken können, wenn man die Größe des Ladens innen und außen gesehen hat, dass dies nur in Massenabfertigung funktioniert. Leider nicht so lecker und Geschmacksverstärker entdeckt. Service neutral und uninteressiert am Gast.",2.0
Zeughauskeller,"Die Qualität vom Essen hat sehr nachlegassen. Im Zürcher geschnetzeltes war kaum Fleisch, mehr Dosen Champignons.
Rösti war auch nicht gut durchgebraten. Schade...",2.0
Zeughauskeller,"Ich war im Sommer an einem Regenabemd mit einem Freund im Zeughauskeller - war hatten beide Appetit auf ""währschafte Küche""; und wir wurden nicht enttaeuscht. Der Service sehr aufmerksam und freundlich, das Essen grossartig. Zum ersten Mal in meinem Leben, und gerne wieder.",5.0
Zeughauskeller,"Wie so oft waren wir wieder hier für ein feines, deftiges, rustikales und gutes Essen. Wir hatten Cordon Bleu, Zürigechnetzeltes, 1/2 Meter Bratwurst und Kalbsleber mit Röst, Pommes und Gemüse. Alles war herrlich gut, heiss und richtig schön zubereitet und gekocht, angebraten und fein duftend,...Mehr",4.0
Zeughauskeller,"Wir waren vor ein paar Wochen zum Lunch da. Das Lokal ist sehr bekannt und daher immer gut besucht, von Einheimischen wie auch von Touristen. Daher etwas laut und hektisch. Die Karte enthält viele Schweizer Klassiker zu vernünftigen Preisen. Sehr gute Qualität und rascher, freundlicher...Mehr",4.0
Zeughauskeller,"Der Zeughauskeller ist der Klassiker am Paradeplatz. Der Besuch zur Mittagszeit gehört zum Must für einen Tourist oder Tagesreisenden. Nahe dem Finanz-Zentrum findet der Besucher vom Top-Banker, zum Normale bis zum Handelsreisenden Chinesen jedes Denkbare Individuum.
Deftiges, traditionelles und Zürich-Klassiker gehören zum Angebot.",4.0
Zeughauskeller,Das Restaurant bietet gut bürgerliche Schweizer Küche und serviert große Portionen. Das Persnonal war sehr freundlich und trotz viel Betriebs ging der Service sehr schnell.,4.0
Zeughauskeller,"Der Zeughauskeller ist eine Institution. Währschaft, traditionell und gut. Auch wenn die Preise etwas gestiegen sind, das Team ist freundlich und die Küche gut. Mann muss lediglich schauen zu touristen-armen Zeiten aufzutauchen. Wir kommen seit jahren immer wieder gerne.",4.0
Zeughauskeller,"Die Küche ist wirklich gut, keine Frage. Das Ambiente ist sehr speziell. Wer es ruhig mag, darf da nicht hin. Reservation ist zwingend notwendig. Erinnert ein wenig an Massenabfertigung.",4.0
Zeughauskeller,"Schönes Restaurant im Herzen von Zürich. Gemischtes Publikum - Touristen und Banker. Essen rustikal und gut. Meter-Wurst immer wieder ein Erlebnis. Schön zu Mittag aber auch am Abend. Immer viele Leute, deswegen oft laut. Schöne Aussensitz Plätze im Sommer.",4.0
Zeughauskeller,"War schon öfters im Zeughauskeller (ZHK) essen. Preis, obere Mittelpreise. Es schmeckte immer sehr gut. Der Service ist unglaublich schnell, fast ein bisschen eine Abfertigung. Aber das personal stets freundlich! Der ZHK ist immer sehr gut besucht und für Touristen interessant, weil es typische Schweizer...Mehr",4.0
Zeughauskeller,"Mit einer ganzen Gruppe an einem langen Tisch. Da bietet sich Bratwurst am Meter an. Hat fein geschmeckt, doch eine Unterhaltung ist wegen des hohen Geräuschpegels im randvollen Lokal nur gerade mit dem direkten Gegenüber am Tisch möglich. Schade!",3.0
Zeughauskeller,"Seit Jahren ein Garant für gute und währschafte Küche. Nicht unbedingt der Ort für ein romantisches Dinner, aber immer lohnenswert und sympathisch.
Nur schon das bunt gemischte Publikum ist einen Besuch wert. Das Personal ist trotz vielen Gästen immer freundlich und wirkt nie gestresst.
Preisleistung...Mehr",5.0
Zeughauskeller,"Wir hatten Reserviert.  15 Personen eingepfercht an einen Tisch für 12 Personen. Hier verkehren Touristengruppen und für einen gemütlichen Abend unter Freunden nicht geeignet.  Sehr laut und ""Münchnerbierhaus"" Stimmung.  Das das Essen ist essbar und grosse Portionen aber für den Preis erwarteten alle in unserer...Mehr",2.0
Zeughauskeller,"Prompter Service, gut für mit Kollegen aus dem Ausland. Viel Platz v.a. im Sommer, wenn man draussen sitzen kann.",4.0
Zeughauskeller,"Man soll immer eine 2.Chance bieten. 
Wir kennen den Zeughauskeller seit vielen Jahren. Speziell mit auswärtigen Freunden haben wir oft den Stadtbummel abgeschlossen und wäre stets zufrieden. Bürgerliche, einfache Gerichte in einer recht beeindruckenden Atmosphäre.
Im Februar wollten wir unseren brasilianischen Freunden typisch Schweizer Küche...Mehr",1.0
Zeughauskeller,"Ich war auf Geschäftsreise in Zürich und war zweimal im Zeughauskeller. Selbstgebrautes Bier war sehr lecker.
Essen -Zürcher Geschnetzeltes-&gt;OK aber insbesondere die Kalbsleber mit Rösti-&gt;sehr fei. Service war auf Zack. Insgesamt kann man das Wirtshaus empfehlen.Wenn man aber ein romantisches essen haben möchte, sollte man...Mehr",4.0
Zeughauskeller,"Restaurant mit währschafter Schweizer Küche. Das Essen ist sehr fein (z.B. Cordon Bleu). Das Ambiente wäre sicher auch o.k., nur leider ist das Restaurant für meinen Geschmack meistens zu voll. Trotzdem, für ein feines Essen zwischendurch bei grossem Hunger (Die Portionen sind auf jeden Fall...Mehr",4.0
Zeughauskeller,"Der Zeughauskeller ist eine Institution in Zürich. Man kommt immer wieder gerne vorbei. Auch sehr beliebt bei Touristen, aber es ist keine Touristenfalle. Mit täglichen Menüs und einem grossem Angebot ist man sehr gut bedient.",4.0
Zeughauskeller,"Immer wenn ich Gäste habe die nicht aus Zürich sind, komme ich sehr gerne  hier hin. Egal ob Bratwurst oder Haxe alles schmeckt sehr fein. Auch wenn das Lokal voll ist, ist das Personal zuvorkommend und aufmerksam. Ein absolutes Highlight.",5.0
Zeughauskeller,"Es gibt eine riesen Auswahl an Würsten von der ganzen Welt. Das Restaurant ist in einem grossen Keller und dementsprechend alles offen. Der Geräuschpegel dann sehr laut, da das Restaurant immer sehr gut besucht ist. Unbedingt reservieren und wem die Lautstärke nichts ausmacht - hingehen!",3.0
Zeughauskeller,"Einfache Gerichte wie Braten, Haxen und Schnitzel sind von minderer Qualität und werden von unfreundlichen Servicekräften serviert.",1.0
Zeughauskeller,"Man könnte sagen, der Zeughauskeller ist das Hofbräuhaus von Zürich. Heißt: die Portionen sind reichlich, die Qualität OK, das (mehrsprachige) Personal auch - nicht mehr und nicht weniger.
Allerdings herrscht in der Regel Hochbetrieb und es ist recht laut... und der Fokus liegt auf Durchsatz...Mehr",3.0
Zeughauskeller,"Super restaurant, authentische schweizer kueche, etwas laut aber mit doerflichem Charme mitten in Zurich. Unbedingt besuchen",5.0
Zeughauskeller,"Ich bin ein grosser Fan der Schweizerküche. Und genau das erhält man auch. Der Kellner war sehr freundlich, hatte immer ein Lächeln auf den Lippen und war sehr besorgt um seine Gäste. Das Essen hat allen sehr geschmeckt und auch das Dessert war wunderbar. Die...Mehr",5.0
Zeughauskeller,Ich habe mich sehr auf die in der Karte angebotene Schweinshaxe in Biersosse gefreut. Der Kellner servierte mir eine trockene Haxe mit etwas Sosse und als Beilage industriell gefertigter Kartoffelsalat. Glücklicherweise war das Hausbier noch da....,2.0
Zeughauskeller,"Man sollte Bratwürste bestellen, z.B. den Kanonenputzer (1m lang). Natürlich ist das Restaurant gross und aufgrund dem internationalen Bekanntheitsgrad auch überlaufen, da lässt sich ein wenig Massenabfertigung gar nicht vermeiden. Die Würste sind trotzdem spitze und die Bedienung trotzdem sehr gut. Und allzu teuer ist...Mehr",4.0
Zeughauskeller,"Ist ein erstaunlicher Ort! Wird in jedem Reiseführer empfohlen. Ich bin damit einverstanden . Obwohl das Rest. Über Mittag immer bis auf den letzten Platz gefüllt ist, wird man sehr schnell bedient. Hatte nie eine negative Erfahrung mit dem Personal gemacht, Bravo!!!
Nehme immer das...Mehr",4.0
Zeughauskeller,"Der Zeughauskeller ist ein Traditionslokal und ein Muss (!!) für jeden Zürichbesuch, - unbedingt vorher einen Tisch  buchen,- das beste Zürcher Geschnetzelte mit Rösti, und die berühmten Würste, - köstlich!!",5.0
Zeughauskeller,"Der Zeughauskeller gehört einfach zu Zürich. Ob jung oder alt, Einheimische oder Touristen, alle finden etwas hier. Es gibt gute währschafte Schweizer Gerichte. Die Bedienung ist top, das Ambiente urchig und etwas hektisch. Bisher war alles was wir bestellt haben sehr lecker.",5.0
Zeughauskeller,Immer voll und immer gleich gut! Zürich Geschnetzeltes mit Rösti oder der Kanonenputzer (1m Bratwurst) sind speziell zu empfehlen! Wir als Zürcher gehen immer gerne wieder in den Zeughauskeller!!!,5.0
Zeughauskeller,"Besucht habe ich dieses Restaurant, weil mein bayrischer Freund ein Liebhaber der Schneider Weisse ist.  Und die erhält man hier im Zeughauskeller. Dass man hier enger sitzt als in einem Charterflugzeug musste ich ertragen.  Das einfältige Gespräch meines Nachbarn liegt mir noch in den Ohren....Mehr",3.0
Zeughauskeller,"Der Zeughauskeller ist sicher kein Gourmetlokal, aber das Essen ist gut, währschaft und seit Jahren von gleicher Qualität. Die Würste sind ein Highlight und sollten unbedingt zusammen mit dem Kartoffelsalat gegessen werden. Der Service ist effizient, alles soll schnell gehen, da die nächsten Gäste schon...Mehr",4.0
Zeughauskeller,Restaurant ist im traditionellen Schweizer Stil aufgebaut und konsequenterweise gibt es bodenständiges gutes CH Essen von Bratwurst bis Züri Gschnätsläts. Restaurant bei Touristen und Einheimischen gleichermassen beliebt. Preis/Leistung stimmt und in der Regel erhält man das Essen speditiv.,4.0
Zeughauskeller,"Sehr gutes Essen, anders kann man es nicht sagen. Platz Zuweisung ging sehr schnell und unkompliziert, Service aufmerksam mit guter Weinempfehlung.
Wir waren rund herum zufrieden und werden bestimmt wiederkommen.",5.0
Zeughauskeller,"Alles guter Durchschnitt, aber DIE Location im Sommer, wenn man draussen sitzen kann! Angenehm und speditiv im Service.",4.0
Zeughauskeller,"Traditionelles und originelles Lokal mit Wurst-Spezialitäten. Bester Kartoffel-Salat in der Stadt Zürich.... Das Restaurant ist immer gut besucht, entweder man reserviert oder muss Wartezeiten in Kauf nehmen. Für vertrauliche Gespräche ungeeignet, da man nicht immer alleine am Tisch sitzt. Zudem kann es sehr laut sein....Mehr",3.0
Zeughauskeller,"Der Zeughauskeller ist perfekt für Gäste, welche gerne gutbürgerlich essen und vor allem grosse Portionen lieben. Das Essen schmeckt sehr gut - empfehlenswert sind hier das Wiener Schnitzel, Bratwurst, ungarische Pusta-Würste usw. Wer kein Fleisch liebt, wird sich hier möglicherweise etwas schwer tun.",4.0
Zeughauskeller,"Wir waren mit Bestellung und Essen in 25 Minuten durch. Das Essen war super, war uns dann aber doch etwas zu hektisch.",3.0
Zeughauskeller,"Zürich einmal anders, nämlich recht volkstümlich. Das Publikum ist eher jung. Es geht ziemlich laut zu und her, aber das passt zu Wurst und Bier! Als einzige am Tisch ass ich aber nicht Wurst, sondern eine sehr zarte Kalbsleber. Das Personal war trotz Hochbetrieb sehr...Mehr",4.0
Zeughauskeller,Nun zu viel darf man nicht erwarten - vor allem ist der Service sehr lausig und schlaksig - man lässt einem spüren - wir haben genügend Kundschaft und es nicht nötig...solche Restaurants schaden dem touristischen Ruf Zürichs und wirken überheblich und arrogant - auch wenn...Mehr,2.0
Zeughauskeller,"Wie immer ist das Essen gut, schnell und einfach. Für Kinder gibt es was zum Ausmalen und der Ort ist optimal im Zentrum gelegen. Obwohl man immer denkt dass die Bude rammelvoll ist, habe ichnoch immer spontan einen Platz bekommen.",4.0
Zeughauskeller,"Der Zeughauskeller ist immer gut für einen Besuch über den Mittag. Schon um halb zwölf stehen die Leute Schlange für den Einlass. Das ist auch kein Problem, da genügend Platz vorhanden ist. Die Wahl war schnell getroffen: Das Cordon Bleu mit Pommes Frites 🍟! Schnell...Mehr",4.0
Zeughauskeller,"Der Zeughauskeller überzeugt durch seine tolle Lage, sein traditionelles Interieur, die grosse Biervielfalt und die stetige Qualität der Speisen. Besonders für Wurstliebhaber  zu empfehlen ist der hervorragende ""Kanonenputzer"" (für 2 oder 4 Personen). Einzige Schwankungen sind beim Personal festzustellen.",4.0
Zeughauskeller,Der Zeughauskeller ist einfach eine Institution!! Nicht nur für Touristen geeignet. Qualität top über Jahrzehnte weiter so.,4.0
Zeughauskeller,Zeughauskeller ist ein muss in Zürich traditionellen Food speditive Service im Herzen vom zürich 1 Meter Bratwurst.,5.0
Zeughauskeller,Die Atmosphäre ist einmalig und begeistert unsere Kunden immer wieder. Das Essen ist ok aber auch nicht überwältigend. Der Service ist immer freundlich auch wenn es etwas hektisch ist! Das Angebot passt und Speisekarten sind auch auf Chinesisch und Englisch erhältlich :-),4.0
Zeughauskeller,Wir werden als Gruppe vor Ort es war ausgezeichnet. Das Essen war gut das Personal war freundlich kann man nur weiter empfehlen.,5.0
Zeughauskeller,"Gute, geschmackvolle Küche, schnelles Essen. Die Qualität trotz der vielen Gäste immer konstant gut. Einfach, unkompliziert und normal. Was will man mehr, also geht man immer wieder mal hin.",4.0
Zeughauskeller,Gutbürgerliche Küche. Seit Jahren bin ich dort mit meiner Steelband an der Fasnacht anzutreffen. Unglaublich wie man mit grossem Andrang problemlos fertig wird. Gehe aber auch privat zum Mittagessen dorthin da ich in der Nähe arbeite. War immer sehr zufrieden. Auch ein interessantes Lokal für...Mehr,4.0
Zeughauskeller,"Am Samstagabend, bin ich mit meiner besten Freundin spontan ins Zeughauskeller gegangen. Da wir lust auf Schweizerisch hatten, hat meine beste Freundin mir das Restaurant empfohlen. Als wir angekommen waren wussten wir dass es eventuell für uns kein platz gibt, da es gut besucht ist...Mehr",4.0
Zeughauskeller,"Der Zeughauskeller ist ein historisches wunderschönes historisches Gebäude und einer der letzten 'Bierkeller' der Stadt Zürich, dementsprechend laut ist es, wenn er voll ist. Er wird v.a. von Touristen aufgesucht, aber auch Einheimische trifft man dort immer wieder an. Es gibt Würste aus der Stadt...Mehr",4.0
Zeughauskeller,"War heute hier Essen mit Arbeitskollegen. Sie kannten es nicht und waren sehr begeistert. Wir haben Haxe bestellt, schnell serviert und mega fein. Wir kommen wieder. Dankenfür das feine Essen",4.0
Zeughauskeller,Die angebotenen Speisen entsprechen den Vorstellungen ein gut bürgerliche Küche ohne viel Schnick Schnack. Im Vergleich zu den anderen Lokalen preiswert. Erwähnenswert ist das Bierangebot sowie die rasche und zuvorkommende Bedienung.,4.0
